30  0   85.620
30  1   85.614
30  2   85.606
30  3   85.595
30  4   85.584
30  5   85.570
30  6   85.557
30  7   85.542
30  8   85.529
30  9   85.516
30  10  85.504
30  11  85.495
30  12  85.487
30  13  85.482
30  14  85.480
30  15  85.480
30  16  85.483
30  17  85.489
30  18  85.497
30  19  85.508
30  20  85.519
30  21  85.533
30  22  85.547
30  23  85.561
30  24  85.574
30  25  85.587
30  26  85.599
30  27  85.608
30  28  85.616
30  29  85.621
30  30  85.623
30  31  85.623
31  0   90.272
31  1   90.265
31  2   90.257
31  3   90.246
31  4   90.233
31  5   90.219
31  6   90.204
31  7   90.190
31  8   90.175
31  9   90.161
31  10  90.149
31  11  90.139
31  12  90.131
31  13  90.126
31  14  90.123
31  15  90.124
31  16  90.127
31  17  90.133
31  18  90.142
31  19  90.153
31  20  90.165
31  21  90.179
31  22  90.194
31  23  90.209
31  24  90.224
31  25  90.237
31  26  90.249
31  27  90.260
31  28  90.268
31  29  90.273
31  30  90.275
31  31  90.275
32  0   94.765
32  1   94.759
32  2   94.749
32  3   94.738
32  4   94.724
32  5   94.710
32  6   94.694
32  7   94.678
32  8   94.663
32  9   94.648
32  10  94.636
32  11  94.625
32  12  94.616
32  13  94.611
32  14  94.608
32  15  94.609
32  16  94.612
32  17  94.619
32  18  94.628
32  19  94.639
32  20  94.653
32  21  94.668
32  22  94.683
32  23  94.699
32  24  94.714
32  25  94.729
32  26  94.742
32  27  94.753
32  28  94.761
32  29  94.766
32  30  94.769
32  31  94.769
33  0   99.122
33  1   99.115
33  2   99.106
33  3   99.094
33  4   99.079
33  5   99.064
33  6   99.047
33  7   99.031
33  8   99.015
33  9   98.999
33  10  98.986
33  11  98.974
33  12  98.966
33  13  98.960
33  14  98.957
33  15  98.958
33  16  98.961
33  17  98.968
33  18  98.978
33  19  98.990
33  20  99.004
33  21  99.020
33  22  99.036
33  23  99.053
33  24  99.069
33  25  99.084
33  26  99.098
33  27  99.109
33  28  99.118
33  29  99.124
33  30  99.127
33  31  99.126
34  0   103.208
34  1   103.201
34  2   103.191
34  3   103.178
34  4   103.163
34  5   103.147
34  6   103.130
34  7   103.112
34  8   103.095
34  9   103.080
34  10  103.065
34  11  103.053
34  12  103.044
34  13  103.038
34  14  103.035
34  15  103.036
34  16  103.040
34  17  103.047
34  18  103.057
34  19  103.070
34  20  103.085
34  21  103.101
34  22  103.118
34  23  103.136
34  24  103.153
34  25  103.169
34  26  103.183
34  27  103.195
34  28  103.204
34  29  103.210
34  30  103.213
34  31  103.212
35  0   106.829
35  1   106.822
35  2   106.811
35  3   106.798
35  4   106.782
35  5   106.765
35  6   106.747
35  7   106.729
35  8   106.711
35  9   106.695
35  10  106.680
35  11  106.668
35  12  106.658
35  13  106.652
35  14  106.649
35  15  106.649
35  16  106.654
35  17  106.661
35  18  106.672
35  19  106.685
35  20  106.700
35  21  106.718
35  22  106.735
35  23  106.754
35  24  106.771
35  25  106.788
35  26  106.803
35  27  106.815
35  28  106.825
35  29  106.831
35  30  106.834
35  31  106.833
36  0   109.822
36  1   109.814
36  2   109.803
36  3   109.789
36  4   109.773
36  5   109.756
36  6   109.737
36  7   109.718
36  8   109.700
36  9   109.683
36  10  109.668
36  11  109.655
36  12  109.645
36  13  109.638
36  14  109.635
36  15  109.636
36  16  109.640
36  17  109.648
36  18  109.659
36  19  109.673
36  20  109.689
36  21  109.707
36  22  109.725
36  23  109.744
36  24  109.762
36  25  109.779
36  26  109.795
36  27  109.807
36  28  109.817
36  29  109.824
36  30  109.827
36  31  109.826
37  0   112.119
37  1   112.111
37  2   112.099
37  3   112.085
37  4   112.069
37  5   112.051
37  6   112.031
37  7   112.012
37  8   111.993
37  9   111.976
37  10  111.960
37  11  111.947
37  12  111.937
37  13  111.930
37  14  111.927
37  15  111.928
37  16  111.932
37  17  111.940
37  18  111.952
37  19  111.966
37  20  111.982
37  21  112.000
37  22  112.019
37  23  112.039
37  24  112.058
37  25  112.075
37  26  112.091
37  27  112.104
37  28  112.114
37  29  112.121
37  30  112.124
37  31  112.123
38  0   113.770
38  1   113.762
38  2   113.750
38  3   113.736
38  4   113.719
38  5   113.701
38  6   113.681
38  7   113.661
38  8   113.642
38  9   113.624
38  10  113.608
38  11  113.595
38  12  113.585
38  13  113.578
38  14  113.575
38  15  113.575
38  16  113.580
38  17  113.588
38  18  113.600
38  19  113.614
38  20  113.631
38  21  113.650
38  22  113.669
38  23  113.689
38  24  113.708
38  25  113.726
38  26  113.742
38  27  113.755
38  28  113.766
38  29  113.772
38  30  113.776
38  31  113.775
39  0   114.932
39  1   114.923
39  2   114.911
39  3   114.897
39  4   114.880
39  5   114.861
39  6   114.841
39  7   114.821
39  8   114.801
39  9   114.783
39  10  114.767
39  11  114.753
39  12  114.743
39  13  114.736
39  14  114.733
39  15  114.734
39  16  114.738
39  17  114.747
39  18  114.759
39  19  114.773
39  20  114.790
39  21  114.809
39  22  114.829
39  23  114.849
39  24  114.868
39  25  114.887
39  26  114.903
39  27  114.917
39  28  114.927
39  29  114.934
39  30  114.937
39  31  114.936
40  0   115.816
40  1   115.807
40  2   115.795
40  3   115.780
40  4   115.763
40  5   115.744
40  6   115.724
40  7   115.704
40  8   115.684
40  9   115.665
40  10  115.649
40  11  115.635
40  12  115.625
40  13  115.618
40  14  115.615
40  15  115.615
40  16  115.620
40  17  115.629
40  18  115.641
40  19  115.656
40  20  115.673
40  21  115.692
40  22  115.712
40  23  115.732
40  24  115.752
40  25  115.771
40  26  115.787
40  27  115.801
40  28  115.811
40  29  115.818
40  30  115.822
40  31  115.821
41  0   116.630
41  1   116.621
41  2   116.609
41  3   116.594
41  4   116.576
41  5   116.557
41  6   116.536
41  7   116.516
41  8   116.496
41  9   116.477
41  10  116.461
41  11  116.447
41  12  116.436
41  13  116.429
41  14  116.426
41  15  116.427
41  16  116.431
41  17  116.440
41  18  116.452
41  19  116.467
41  20  116.485
41  21  116.504
41  22  116.525
41  23  116.545
41  24  116.565
41  25  116.584
41  26  116.601
41  27  116.615
41  28  116.625
41  29  116.632
41  30  116.635
41  31  116.635
42  0   117.512
42  1   117.503
42  2   117.491
42  3   117.475
42  4   117.458
42  5   117.438
42  6   117.417
42  7   117.396
42  8   117.376
42  9   117.357
42  10  117.340
42  11  117.326
42  12  117.315
42  13  117.308
42  14  117.305
42  15  117.306
42  16  117.311
42  17  117.320
42  18  117.332
42  19  117.348
42  20  117.365
42  21  117.385
42  22  117.406
42  23  117.426
42  24  117.447
42  25  117.466
42  26  117.483
42  27  117.497
42  28  117.508
42  29  117.515
42  30  117.518
42  31  117.517
43  0   118.499
43  1   118.490
43  2   118.477
43  3   118.462
43  4   118.444
43  5   118.424
43  6   118.403
43  7   118.382
43  8   118.361
43  9   118.342
43  10  118.325
43  11  118.310
43  12  118.299
43  13  118.292
43  14  118.289
43  15  118.290
43  16  118.295
43  17  118.304
43  18  118.317
43  19  118.332
43  20  118.350
43  21  118.370
43  22  118.391
43  23  118.412
43  24  118.433
43  25  118.452
43  26  118.469
43  27  118.483
43  28  118.494
43  29  118.502
43  30  118.505
43  31  118.504
44  0   119.523
44  1   119.514
44  2   119.501
44  3   119.485
44  4   119.467
44  5   119.446
44  6   119.425
44  7   119.404
44  8   119.383
44  9   119.363
44  10  119.346
44  11  119.331
44  12  119.320
44  13  119.313
44  14  119.310
44  15  119.311
44  16  119.316
44  17  119.325
44  18  119.338
44  19  119.354
44  20  119.372
44  21  119.392
44  22  119.414
44  23  119.435
44  24  119.456
44  25  119.475
44  26  119.493
44  27  119.507
44  28  119.518
44  29  119.526
44  30  119.529
44  31  119.528
45  0   120.441
45  1   120.432
45  2   120.419
45  3   120.403
45  4   120.384
45  5   120.364
45  6   120.342
45  7   120.320
45  8   120.299
45  9   120.280
45  10  120.262
45  11  120.247
45  12  120.236
45  13  120.229
45  14  120.226
45  15  120.227
45  16  120.232
45  17  120.241
45  18  120.254
45  19  120.270
45  20  120.289
45  21  120.309
45  22  120.331
45  23  120.352
45  24  120.374
45  25  120.393
45  26  120.411
45  27  120.426
45  28  120.437
45  29  120.444
45  30  120.447
45  31  120.446
46  0   121.079
46  1   121.070
46  2   121.057
46  3   121.040
46  4   121.022
46  5   121.001
46  6   120.979
46  7   120.957
46  8   120.936
46  9   120.916
46  10  120.898
46  11  120.883
46  12  120.872
46  13  120.865
46  14  120.861
46  15  120.862
46  16  120.868
46  17  120.877
46  18  120.890
46  19  120.906
46  20  120.925
46  21  120.946
46  22  120.968
46  23  120.990
46  24  121.011
46  25  121.031
46  26  121.049
46  27  121.064
46  28  121.075
46  29  121.082
46  30  121.086
46  31  121.085
47  0   121.267
47  1   121.258
47  2   121.245
47  3   121.228
47  4   121.209
47  5   121.188
47  6   121.166
47  7   121.144
47  8   121.123
47  9   121.103
47  10  121.085
47  11  121.070
47  12  121.059
47  13  121.051
47  14  121.048
47  15  121.049
47  16  121.054
47  17  121.064
47  18  121.077
47  19  121.094
47  20  121.113
47  21  121.133
47  22  121.155
47  23  121.177
47  24  121.199
47  25  121.219
47  26  121.237
47  27  121.252
47  28  121.263
47  29  121.271
47  30  121.274
47  31  121.273
48  0   120.868
48  1   120.858
48  2   120.845
48  3   120.828
