30  0   10928.338
30  1   12466.511
30  2   13921.434
30  3   15205.305
30  4   16230.284
30  5   16915.519
30  6   17206.746
30  7   17083.524
30  8   16559.851
30  9   15678.956
30  10  14505.611
30  11  13117.357
30  12  11596.026
30  13  10021.292
30  14  8464.362
30  15  6986.779
30  16  5637.794
30  17  4454.989
30  18  3465.427
30  19  2687.578
30  20  2133.504
30  21  1810.821
30  22  1720.316
30  23  1849.982
30  24  2179.896
30  25  2693.826
30  26  3387.841
30  27  4262.757
30  28  5316.438
30  29  6538.284
30  30  7906.968
30  31  9386.966
31  0   11526.028
31  1   13152.547
31  2   14690.740
31  3   16047.480
31  4   17129.605
31  5   17851.485
31  6   18155.511
31  7   18020.012
31  8   17460.006
31  9   16521.701
31  10  15274.280
31  11  13800.482
31  12  12187.529
31  13  10520.201
31  14  8874.054
31  15  7314.232
31  16  5892.598
31  17  4648.470
31  18  3609.874
31  19  2795.622
31  20  2217.640
31  21  1883.001
31  22  1791.676
31  23  1930.771
31  24  2279.770
31  25  2822.396
31  26  3555.113
31  27  4479.158
31  28  5592.467
31  29  6883.935
31  30  8330.992
31  31  9896.011
32  0   12103.996
32  1   13816.315
32  2   15435.338
32  3   16862.744
32  4   18000.171
32  5   18757.336
32  6   19073.374
32  7   18925.414
32  8   18329.495
32  9   17334.768
32  10  16014.773
32  11  14457.373
32  12  12755.085
32  13  10997.700
32  14  9265.018
32  15  7625.673
32  16  6134.037
32  17  4831.062
32  18  3745.639
32  19  2896.834
32  20  2296.355
32  21  1950.659
32  22  1858.862
32  23  2007.224
32  24  2374.720
32  25  2945.110
32  26  3715.291
32  27  4686.941
32  28  5858.077
32  29  7217.115
32  30  8740.272
32  31  10387.873
33  0   12665.016
33  1   14460.864
33  2   16158.545
33  3   17654.663
33  4   18845.771
33  5   19637.053
33  6   19964.463
33  7   19803.969
33  8   19172.621
33  9   18122.478
33  10  16731.373
33  11  15092.216
33  12  13302.727
33  13  11457.599
33  14  9640.789
33  15  7924.314
33  16  6364.964
33  17  5005.240
33  18  3874.822
33  19  2992.960
33  20  2371.088
33  21  2014.994
33  22  1922.936
33  23  2080.370
33  24  2465.829
33  25  3063.163
33  26  3869.723
33  27  4887.638
33  28  6115.014
33  29  7539.806
33  30  9137.042
33  31  10865.052
34  0   13191.824
34  1   15066.424
34  2   16838.225
34  3   18399.022
34  4   19640.550
34  5   20463.706
34  6   20801.439
34  7   20628.621
34  8   19963.289
34  9   18860.285
34  10  17401.561
34  11  15684.857
34  12  13812.853
34  13  11884.906
34  14  9988.912
34  15  8200.071
34  16  6577.416
34  17  5164.857
34  18  3992.754
34  19  3080.455
34  20  2439.055
34  21  2073.633
34  22  1981.594
34  23  2147.654
34  24  2550.000
34  25  3172.635
34  26  4013.378
34  27  5074.811
34  28  6355.140
34  29  7841.888
34  30  9508.960
34  31  11312.796
35  0   13659.575
35  1   15604.598
35  2   17442.628
35  3   19061.120
35  4   20347.459
35  5   21198.696
35  6   21545.074
35  7   21360.491
35  8   20663.899
35  9   19512.704
35  10  17992.642
35  11  16205.874
35  12  14259.607
35  13  12257.429
35  14  10290.793
35  15  8437.731
35  16  6759.236
35  17  5300.407
35  18  4092.119
35  19  3153.699
35  20  2495.816
35  21  2122.796
35  22  2031.209
35  23  2205.125
35  24  2622.519
35  25  3267.635
35  26  4138.778
35  27  5238.979
35  28  6566.554
35  29  8108.647
35  30  9838.155
35  31  11709.817
36  0   14047.532
36  1   16051.697
36  2   17945.269
36  3   19612.011
36  4   20935.596
36  5   21809.827
36  6   22162.645
36  7   21967.132
36  8   21243.062
36  9   20050.096
36  10  18477.289
36  11  16630.658
36  12  14621.342
36  13  12556.569
36  14  10530.825
36  15  8624.507
36  16  6900.190
36  17  5403.876
36  18  4166.737
36  19  3207.931
