#nu mu I
5.209002e+14 5.092786e-01 1.186629e-02
5.209002e+14 5.145531e-01 1.186944e-02
5.209002e+14 5.198081e-01 1.187255e-02
5.209002e+14 5.250521e-01 1.187563e-02
5.209002e+14 5.302677e-01 1.187870e-02
5.209002e+14 5.354634e-01 1.188173e-02
5.209002e+14 5.406414e-01 1.188474e-02
5.209002e+14 5.457973e-01 1.188772e-02
5.209002e+14 5.509326e-01 1.189067e-02
5.209002e+14 5.560488e-01 1.189359e-02
5.209002e+14 5.611432e-01 1.189649e-02
5.209002e+14 5.662156e-01 1.189937e-02
5.209002e+14 5.712683e-01 1.190223e-02
5.209002e+14 5.762978e-01 1.190505e-02
5.209002e+14 5.813072e-01 1.190785e-02
5.209002e+14 5.862931e-01 1.191063e-02
5.209002e+14 5.912576e-01 1.191337e-02
5.209002e+14 5.961998e-01 1.191611e-02
5.209002e+14 6.011204e-01 1.191881e-02
5.209002e+14 6.060167e-01 1.192148e-02
5.209002e+14 6.108909e-01 1.192414e-02
5.209002e+14 6.157420e-01 1.192677e-02
5.209002e+14 6.205699e-01 1.192938e-02
5.209002e+14 6.253737e-01 1.193197e-02
5.209002e+14 6.301554e-01 1.193453e-02
5.209002e+14 6.349118e-01 1.193706e-02
5.209002e+14 6.396450e-01 1.193958e-02
5.209002e+14 6.443541e-01 1.194207e-02
5.209002e+14 6.490388e-01 1.194455e-02
5.209002e+14 6.536991e-01 1.194700e-02
5.209002e+14 6.583348e-01 1.194943e-02
5.209002e+14 6.629463e-01 1.195183e-02
5.209002e+14 6.675313e-01 1.195422e-02
5.209002e+14 6.720919e-01 1.195657e-02
5.209002e+14 6.766272e-01 1.195891e-02
5.209002e+14 6.811369e-01 1.196124e-02
5.209002e+14 6.856209e-01 1.196353e-02
5.209002e+14 6.900791e-01 1.196581e-02
5.209002e+14 6.945112e-01 1.196806e-02
5.209002e+14 6.989171e-01 1.197029e-02
5.209002e+14 7.032960e-01 1.197251e-02
5.209002e+14 7.076490e-01 1.197471e-02
5.209002e+14 7.119747e-01 1.197688e-02
5.209002e+14 7.162749e-01 1.197903e-02
5.209002e+14 7.205473e-01 1.198116e-02
5.209002e+14 7.247919e-01 1.198327e-02
5.209002e+14 7.290099e-01 1.198536e-02
5.209002e+14 7.332010e-01 1.198743e-02
5.209002e+14 7.373631e-01 1.198948e-02
5.209002e+14 7.414981e-01 1.199151e-02
5.209002e+14 7.456050e-01 1.199352e-02
5.209002e+14 7.496839e-01 1.199551e-02
5.209002e+14 7.537352e-01 1.199748e-02
5.209002e+14 7.577573e-01 1.199944e-02
5.209002e+14 7.617502e-01 1.200137e-02
5.209002e+14 7.657150e-01 1.200329e-02
5.209002e+14 7.696510e-01 1.200518e-02
5.209002e+14 7.735579e-01 1.200705e-02
5.209002e+14 7.774350e-01 1.200891e-02
5.209002e+14 7.812840e-01 1.201075e-02
5.209002e+14 7.851029e-01 1.201256e-02
5.209002e+14 7.888923e-01 1.201436e-02
5.209002e+14 7.926512e-01 1.201615e-02
5.209002e+14 7.963808e-01 1.201790e-02
5.209002e+14 8.000811e-01 1.201965e-02
5.209002e+14 8.037499e-01 1.202137e-02
5.209002e+14 8.073890e-01 1.202308e-02
5.209002e+14 8.109982e-01 1.202477e-02
5.209002e+14 8.145763e-01 1.202643e-02
5.209002e+14 8.181230e-01 1.202808e-02
5.209002e+14 8.216389e-01 1.202972e-02
5.209002e+14 8.251249e-01 1.203133e-02
5.209002e+14 8.285793e-01 1.203293e-02
5.209002e+14 8.320018e-01 1.203451e-02
5.209002e+14 8.353941e-01 1.203607e-02
5.209002e+14 8.387542e-01 1.203761e-02
5.209002e+14 8.420822e-01 1.203913e-02
5.209002e+14 8.453790e-01 1.204064e-02
5.209002e+14 8.486439e-01 1.204213e-02
5.209002e+14 8.518768e-01 1.204360e-02
5.209002e+14 8.550770e-01 1.204505e-02
5.209002e+14 8.582460e-01 1.204649e-02
5.209002e+14 8.613821e-01 1.204791e-02
5.209002e+14 8.644852e-01 1.204931e-02
5.209002e+14 8.675562e-01 1.205069e-02
5.209002e+14 8.705950e-01 1.205206e-02
5.209002e+14 8.735999e-01 1.205341e-02
5.209002e+14 8.765719e-01 1.205474e-02
5.209002e+14 8.795118e-01 1.205605e-02
5.209002e+14 8.824180e-01 1.205735e-02
5.209002e+14 8.852910e-01 1.205863e-02
5.209002e+14 8.881301e-01 1.205989e-02
5.209002e+14 8.909361e-01 1.206113e-02
5.209002e+14 8.937090e-01 1.206237e-02
5.209002e+14 8.964468e-01 1.206358e-02
5.209002e+14 8.991522e-01 1.206477e-02
5.209002e+14 9.018231e-01 1.206595e-02
5.209002e+14 9.044601e-01 1.206711e-02
5.209002e+14 9.070630e-01 1.206826e-02
5.209002e+14 9.096320e-01 1.206938e-02
5.209002e+14 9.121659e-01 1.207049e-02
5.209002e+14 9.146662e-01 1.207159e-02
5.209002e+14 9.171312e-01 1.207266e-02
5.209002e+14 9.195620e-01 1.207372e-02
5.209002e+14 9.219581e-01 1.207476e-02
5.209002e+14 9.243190e-01 1.207579e-02
5.209002e+14 9.266459e-01 1.207680e-02
5.209002e+14 9.289370e-01 1.207779e-02
5.209002e+14 9.311938e-01 1.207877e-02
5.209002e+14 9.334152e-01 1.207973e-02
5.209002e+14 9.356009e-01 1.208068e-02
5.209002e+14 9.377521e-01 1.208160e-02
5.209002e+14 9.398669e-01 1.208251e-02
5.209002e+14 9.419469e-01 1.208341e-02
5.209002e+14 9.439920e-01 1.208429e-02
5.209002e+14 9.459999e-01 1.208515e-02
5.209002e+14 9.479731e-01 1.208600e-02
5.209002e+14 9.499111e-01 1.208682e-02
5.209002e+14 9.518121e-01 1.208764e-02
5.209002e+14 9.536780e-01 1.208843e-02
5.209002e+14 9.555080e-01 1.208921e-02
5.209002e+14 9.573011e-01 1.208998e-02
5.209002e+14 9.590589e-01 1.209073e-02
5.209002e+14 9.607800e-01 1.209146e-02
5.209002e+14 9.624651e-01 1.209218e-02
5.209002e+14 9.641139e-01 1.209288e-02
5.209002e+14 9.657261e-01 1.209356e-02
5.209002e+14 9.673021e-01 1.209423e-02
5.209002e+14 9.688421e-01 1.209488e-02
5.209002e+14 9.703451e-01 1.209551e-02
5.209002e+14 9.718110e-01 1.209613e-02
5.209002e+14 9.732409e-01 1.209674e-02
5.209002e+14 9.746339e-01 1.209732e-02
5.209002e+14 9.759899e-01 1.209790e-02
5.209002e+14 9.773091e-01 1.209846e-02
5.209002e+14 9.785920e-01 1.209900e-02
5.209002e+14 9.798371e-01 1.209952e-02
5.209002e+14 9.810459e-01 1.210002e-02
5.209002e+14 9.822180e-01 1.210051e-02
5.209002e+14 9.833520e-01 1.210099e-02
5.209002e+14 9.844500e-01 1.210145e-02
5.209002e+14 9.855101e-01 1.210189e-02
5.209002e+14 9.865329e-01 1.210233e-02
5.209002e+14 9.875191e-01 1.210274e-02
5.209002e+14 9.884680e-01 1.210314e-02
5.209002e+14 9.893790e-01 1.210352e-02
5.209002e+14 9.902529e-01 1.210388e-02
5.209002e+14 9.910900e-01 1.210424e-02
5.209002e+14 9.918890e-01 1.210456e-02
5.209002e+14 9.926510e-01 1.210488e-02
5.209002e+14 9.933761e-01 1.210518e-02
5.209002e+14 9.940630e-01 1.210548e-02
5.209002e+14 9.947120e-01 1.210574e-02
5.209002e+14 9.953240e-01 1.210600e-02
5.209002e+14 9.958990e-01 1.210624e-02
5.209002e+14 9.964360e-01 1.210646e-02
5.209002e+14 9.969350e-01 1.210667e-02
5.209002e+14 9.973970e-01 1.210686e-02
5.209002e+14 9.978210e-01 1.210704e-02
5.209002e+14 9.982070e-01 1.210720e-02
5.209002e+14 9.985560e-01 1.210735e-02
5.209002e+14 9.988670e-01 1.210747e-02
5.209002e+14 9.991400e-01 1.210759e-02
5.209002e+14 9.993760e-01 1.210769e-02
5.209002e+14 9.995740e-01 1.210777e-02
5.209002e+14 9.997340e-01 1.210783e-02
5.209002e+14 9.998570e-01 1.210789e-02
5.209002e+14 9.999420e-01 1.210793e-02
5.209002e+14 9.999890e-01 1.210794e-02


5.630603e+14 1.000000e-06 1.314328e-02
5.630603e+14 6.146288e-03 1.302409e-02
5.630603e+14 1.228602e-02 1.314414e-02
5.630603e+14 1.842528e-02 1.319417e-02
5.630603e+14 2.456386e-02 1.322606e-02
5.630603e+14 3.070150e-02 1.325037e-02
5.630603e+14 3.684798e-02 1.327062e-02
5.630603e+14 4.298308e-02 1.328836e-02
5.630603e+14 4.911656e-02 1.330437e-02
5.630603e+14 5.524818e-02 1.331911e-02
5.630603e+14 6.137772e-02 1.333288e-02
5.630603e+14 6.751493e-02 1.334586e-02
5.630603e+14 7.363961e-02 1.335820e-02
5.630603e+14 7.976151e-02 1.337000e-02
5.630603e+14 8.588041e-02 1.338133e-02
5.630603e+14 9.199607e-02 1.339224e-02
5.630603e+14 9.810826e-02 1.340279e-02
5.630603e+14 1.042267e-01 1.341302e-02
5.630603e+14 1.103312e-01 1.342295e-02
5.630603e+14 1.164316e-01 1.343260e-02
5.630603e+14 1.225277e-01 1.344201e-02
5.630603e+14 1.286190e-01 1.345119e-02
5.630603e+14 1.347155e-01 1.346015e-02
5.630603e+14 1.407969e-01 1.346892e-02
5.630603e+14 1.468731e-01 1.347749e-02
5.630603e+14 1.529437e-01 1.348589e-02
5.630603e+14 1.590085e-01 1.349412e-02
5.630603e+14 1.650772e-01 1.350220e-02
5.630603e+14 1.711299e-01 1.351013e-02
5.630603e+14 1.771760e-01 1.351791e-02
5.630603e+14 1.832155e-01 1.352556e-02
5.630603e+14 1.892481e-01 1.353308e-02
5.630603e+14 1.952735e-01 1.354048e-02
5.630603e+14 2.013014e-01 1.354777e-02
5.630603e+14 2.073119e-01 1.355493e-02
5.630603e+14 2.133145e-01 1.356199e-02
5.630603e+14 2.193092e-01 1.356894e-02
5.630603e+14 2.252955e-01 1.357580e-02
5.630603e+14 2.312831e-01 1.358256e-02
5.630603e+14 2.372522e-01 1.358922e-02
5.630603e+14 2.432124e-01 1.359580e-02
5.630603e+14 2.491634e-01 1.360229e-02
5.630603e+14 2.551050e-01 1.360869e-02
5.630603e+14 2.610467e-01 1.361500e-02
5.630603e+14 2.669688e-01 1.362124e-02
5.630603e+14 2.728809e-01 1.362740e-02
5.630603e+14 2.787827e-01 1.363349e-02
5.630603e+14 2.846740e-01 1.363950e-02
5.630603e+14 2.905641e-01 1.364545e-02
5.630603e+14 2.964337e-01 1.365132e-02
5.630603e+14 3.022921e-01 1.365712e-02
5.630603e+14 3.081391e-01 1.366286e-02
5.630603e+14 3.139745e-01 1.366854e-02
5.630603e+14 3.198075e-01 1.367415e-02
5.630603e+14 3.256190e-01 1.367969e-02
5.630603e+14 3.314182e-01 1.368518e-02
5.630603e+14 3.372049e-01 1.369062e-02
5.630603e+14 3.429789e-01 1.369599e-02
5.630603e+14 3.487493e-01 1.370131e-02
5.630603e+14 3.544972e-01 1.370657e-02
5.630603e+14 3.602318e-01 1.371177e-02
5.630603e+14 3.659527e-01 1.371692e-02
5.630603e+14 3.716599e-01 1.372202e-02
5.630603e+14 3.773530e-01 1.372707e-02
5.630603e+14 3.830412e-01 1.373207e-02
5.630603e+14 3.887056e-01 1.373701e-02
5.630603e+14 3.943554e-01 1.374192e-02
5.630603e+14 3.999904e-01 1.374677e-02
5.630603e+14 4.056102e-01 1.375157e-02
5.630603e+14 4.112239e-01 1.375633e-02
5.630603e+14 4.168129e-01 1.376105e-02
5.630603e+14 4.223862e-01 1.376571e-02
5.630603e+14 4.279436e-01 1.377033e-02
5.630603e+14 4.334849e-01 1.377491e-02
5.630603e+14 4.390188e-01 1.377945e-02
5.630603e+14 4.445272e-01 1.378394e-02
5.630603e+14 4.500187e-01 1.378839e-02
5.630603e+14 4.554934e-01 1.379280e-02
5.630603e+14 4.609508e-01 1.379717e-02
5.630603e+14 4.663909e-01 1.380150e-02
5.630603e+14 4.718222e-01 1.380579e-02
5.630603e+14 4.772269e-01 1.381003e-02
5.630603e+14 4.826135e-01 1.381424e-02
5.630603e+14 4.879820e-01 1.381842e-02
5.630603e+14 4.933321e-01 1.382255e-02
5.630603e+14 4.986723e-01 1.382664e-02
5.630603e+14 5.039849e-01 1.383071e-02
5.630603e+14 5.092786e-01 1.383473e-02
5.630603e+14 5.145531e-01 1.383872e-02
5.630603e+14 5.198081e-01 1.384266e-02
5.630603e+14 5.250521e-01 1.384658e-02
5.630603e+14 5.302677e-01 1.385046e-02
5.630603e+14 5.354634e-01 1.385430e-02
5.630603e+14 5.406414e-01 1.385812e-02
5.630603e+14 5.457973e-01 1.386189e-02
5.630603e+14 5.509326e-01 1.386563e-02
5.630603e+14 5.560488e-01 1.386934e-02
5.630603e+14 5.611432e-01 1.387302e-02
5.630603e+14 5.662156e-01 1.387666e-02
5.630603e+14 5.712683e-01 1.388027e-02
5.630603e+14 5.762978e-01 1.388385e-02
5.630603e+14 5.813072e-01 1.388740e-02
5.630603e+14 5.862931e-01 1.389091e-02
5.630603e+14 5.912576e-01 1.389440e-02
5.630603e+14 5.961998e-01 1.389785e-02
5.630603e+14 6.011204e-01 1.390128e-02
5.630603e+14 6.060167e-01 1.390466e-02
5.630603e+14 6.108909e-01 1.390803e-02
5.630603e+14 6.157420e-01 1.391135e-02
5.630603e+14 6.205699e-01 1.391465e-02
5.630603e+14 6.253737e-01 1.391792e-02
5.630603e+14 6.301554e-01 1.392116e-02
5.630603e+14 6.349118e-01 1.392437e-02
5.630603e+14 6.396450e-01 1.392756e-02
5.630603e+14 6.443541e-01 1.393072e-02
5.630603e+14 6.490388e-01 1.393384e-02
5.630603e+14 6.536991e-01 1.393693e-02
5.630603e+14 6.583348e-01 1.394000e-02
5.630603e+14 6.629463e-01 1.394304e-02
5.630603e+14 6.675313e-01 1.394605e-02
5.630603e+14 6.720919e-01 1.394904e-02
5.630603e+14 6.766272e-01 1.395200e-02
5.630603e+14 6.811369e-01 1.395493e-02
5.630603e+14 6.856209e-01 1.395784e-02
5.630603e+14 6.900791e-01 1.396071e-02
5.630603e+14 6.945112e-01 1.396356e-02
5.630603e+14 6.989171e-01 1.396638e-02
5.630603e+14 7.032960e-01 1.396917e-02
5.630603e+14 7.076490e-01 1.397194e-02
5.630603e+14 7.119747e-01 1.397469e-02
5.630603e+14 7.162749e-01 1.397740e-02
5.630603e+14 7.205473e-01 1.398009e-02
5.630603e+14 7.247919e-01 1.398276e-02
5.630603e+14 7.290099e-01 1.398540e-02
5.630603e+14 7.332010e-01 1.398802e-02
5.630603e+14 7.373631e-01 1.399061e-02
5.630603e+14 7.414981e-01 1.399316e-02
5.630603e+14 7.456050e-01 1.399571e-02
5.630603e+14 7.496839e-01 1.399822e-02
5.630603e+14 7.537352e-01 1.400071e-02
5.630603e+14 7.577573e-01 1.400317e-02
5.630603e+14 7.617502e-01 1.400561e-02
5.630603e+14 7.657150e-01 1.400802e-02
5.630603e+14 7.696510e-01 1.401041e-02
5.630603e+14 7.735579e-01 1.401277e-02
5.630603e+14 7.774350e-01 1.401512e-02
5.630603e+14 7.812840e-01 1.401743e-02
5.630603e+14 7.851029e-01 1.401972e-02
5.630603e+14 7.888923e-01 1.402200e-02
5.630603e+14 7.926512e-01 1.402424e-02
5.630603e+14 7.963808e-01 1.402646e-02
5.630603e+14 8.000811e-01 1.402866e-02
5.630603e+14 8.037499e-01 1.403083e-02
5.630603e+14 8.073890e-01 1.403298e-02
5.630603e+14 8.109982e-01 1.403511e-02
5.630603e+14 8.145763e-01 1.403721e-02
5.630603e+14 8.181230e-01 1.403930e-02
5.630603e+14 8.216389e-01 1.404135e-02
5.630603e+14 8.251249e-01 1.404339e-02
5.630603e+14 8.285793e-01 1.404540e-02
5.630603e+14 8.320018e-01 1.404739e-02
5.630603e+14 8.353941e-01 1.404935e-02
5.630603e+14 8.387542e-01 1.405130e-02
5.630603e+14 8.420822e-01 1.405322e-02
5.630603e+14 8.453790e-01 1.405511e-02
5.630603e+14 8.486439e-01 1.405699e-02
5.630603e+14 8.518768e-01 1.405884e-02
5.630603e+14 8.550770e-01 1.406067e-02
5.630603e+14 8.582460e-01 1.406248e-02
5.630603e+14 8.613821e-01 1.406426e-02
5.630603e+14 8.644852e-01 1.406603e-02
5.630603e+14 8.675562e-01 1.406777e-02
5.630603e+14 8.705950e-01 1.406950e-02
5.630603e+14 8.735999e-01 1.407120e-02
5.630603e+14 8.765719e-01 1.407287e-02
5.630603e+14 8.795118e-01 1.407453e-02
5.630603e+14 8.824180e-01 1.407616e-02
5.630603e+14 8.852910e-01 1.407776e-02
5.630603e+14 8.881301e-01 1.407936e-02
5.630603e+14 8.909361e-01 1.408093e-02
5.630603e+14 8.937090e-01 1.408247e-02
5.630603e+14 8.964468e-01 1.408400e-02
5.630603e+14 8.991522e-01 1.408550e-02
5.630603e+14 9.018231e-01 1.408698e-02
5.630603e+14 9.044601e-01 1.408845e-02
5.630603e+14 9.070630e-01 1.408988e-02
5.630603e+14 9.096320e-01 1.409130e-02
5.630603e+14 9.121659e-01 1.409270e-02
5.630603e+14 9.146662e-01 1.409407e-02
5.630603e+14 9.171312e-01 1.409543e-02
5.630603e+14 9.195620e-01 1.409676e-02
5.630603e+14 9.219581e-01 1.409807e-02
5.630603e+14 9.243190e-01 1.409936e-02
5.630603e+14 9.266459e-01 1.410063e-02
5.630603e+14 9.289370e-01 1.410189e-02
5.630603e+14 9.311938e-01 1.410311e-02
5.630603e+14 9.334152e-01 1.410432e-02
5.630603e+14 9.356009e-01 1.410551e-02
5.630603e+14 9.377521e-01 1.410668e-02
5.630603e+14 9.398669e-01 1.410782e-02
5.630603e+14 9.419469e-01 1.410895e-02
5.630603e+14 9.439920e-01 1.411005e-02
5.630603e+14 9.459999e-01 1.411113e-02
5.630603e+14 9.479731e-01 1.411220e-02
5.630603e+14 9.499111e-01 1.411324e-02
5.630603e+14 9.518121e-01 1.411426e-02
5.630603e+14 9.536780e-01 1.411526e-02
5.630603e+14 9.555080e-01 1.411625e-02
5.630603e+14 9.573011e-01 1.411721e-02
5.630603e+14 9.590589e-01 1.411815e-02
5.630603e+14 9.607800e-01 1.411907e-02
5.630603e+14 9.624651e-01 1.411997e-02
5.630603e+14 9.641139e-01 1.412085e-02
5.630603e+14 9.657261e-01 1.412170e-02
5.630603e+14 9.673021e-01 1.412255e-02
5.630603e+14 9.688421e-01 1.412337e-02
5.630603e+14 9.703451e-01 1.412417e-02
5.630603e+14 9.718110e-01 1.412495e-02
5.630603e+14 9.732409e-01 1.412571e-02
5.630603e+14 9.746339e-01 1.412645e-02
5.630603e+14 9.759899e-01 1.412716e-02
5.630603e+14 9.773091e-01 1.412786e-02
5.630603e+14 9.785920e-01 1.412854e-02
5.630603e+14 9.798371e-01 1.412920e-02
5.630603e+14 9.810459e-01 1.412984e-02
5.630603e+14 9.822180e-01 1.413046e-02
5.630603e+14 9.833520e-01 1.413106e-02
5.630603e+14 9.844500e-01 1.413163e-02
5.630603e+14 9.855101e-01 1.413219e-02
5.630603e+14 9.865329e-01 1.413273e-02
5.630603e+14 9.875191e-01 1.413325e-02
5.630603e+14 9.884680e-01 1.413375e-02
5.630603e+14 9.893790e-01 1.413423e-02
5.630603e+14 9.902529e-01 1.413469e-02
5.630603e+14 9.910900e-01 1.413513e-02
5.630603e+14 9.918890e-01 1.413555e-02
5.630603e+14 9.926510e-01 1.413594e-02
5.630603e+14 9.933761e-01 1.413632e-02
5.630603e+14 9.940630e-01 1.413668e-02
5.630603e+14 9.947120e-01 1.413702e-02
5.630603e+14 9.953240e-01 1.413734e-02
5.630603e+14 9.958990e-01 1.413764e-02
5.630603e+14 9.964360e-01 1.413792e-02
5.630603e+14 9.969350e-01 1.413818e-02
5.630603e+14 9.973970e-01 1.413843e-02
5.630603e+14 9.978210e-01 1.413866e-02
5.630603e+14 9.982070e-01 1.413886e-02
5.630603e+14 9.985560e-01 1.413904e-02
5.630603e+14 9.988670e-01 1.413920e-02
5.630603e+14 9.991400e-01 1.413934e-02
5.630603e+14 9.993760e-01 1.413946e-02
5.630603e+14 9.995740e-01 1.413957e-02
5.630603e+14 9.997340e-01 1.413965e-02
5.630603e+14 9.998570e-01 1.413972e-02
5.630603e+14 9.999420e-01 1.413976e-02
5.630603e+14 9.999890e-01 1.413978e-02


6.086297e+14 1.000000e-06 1.522699e-02
6.086297e+14 6.146288e-03 1.514316e-02
6.086297e+14 1.228602e-02 1.526731e-02
6.086297e+14 1.842528e-02 1.532199e-02
6.086297e+14 2.456386e-02 1.535851e-02
6.086297e+14 3.070150e-02 1.538724e-02
6.086297e+14 3.684798e-02 1.541170e-02
6.086297e+14 4.298308e-02 1.543342e-02
6.086297e+14 4.911656e-02 1.545324e-02
6.086297e+14 5.524818e-02 1.547162e-02
6.086297e+14 6.137772e-02 1.548888e-02
6.086297e+14 6.751493e-02 1.550523e-02
6.086297e+14 7.363961e-02 1.552082e-02
6.086297e+14 7.976151e-02 1.553575e-02
6.086297e+14 8.588041e-02 1.555012e-02
6.086297e+14 9.199607e-02 1.556398e-02
6.086297e+14 9.810826e-02 1.557739e-02
6.086297e+14 1.042267e-01 1.559041e-02
6.086297e+14 1.103312e-01 1.560304e-02
6.086297e+14 1.164316e-01 1.561534e-02
6.086297e+14 1.225277e-01 1.562732e-02
6.086297e+14 1.286190e-01 1.563902e-02
6.086297e+14 1.347155e-01 1.565044e-02
6.086297e+14 1.407969e-01 1.566161e-02
6.086297e+14 1.468731e-01 1.567253e-02
6.086297e+14 1.529437e-01 1.568324e-02
6.086297e+14 1.590085e-01 1.569373e-02
6.086297e+14 1.650772e-01 1.570403e-02
6.086297e+14 1.711299e-01 1.571413e-02
6.086297e+14 1.771760e-01 1.572405e-02
6.086297e+14 1.832155e-01 1.573380e-02
6.086297e+14 1.892481e-01 1.574339e-02
6.086297e+14 1.952735e-01 1.575281e-02
6.086297e+14 2.013014e-01 1.576209e-02
6.086297e+14 2.073119e-01 1.577122e-02
6.086297e+14 2.133145e-01 1.578022e-02
6.086297e+14 2.193092e-01 1.578907e-02
6.086297e+14 2.252955e-01 1.579781e-02
6.086297e+14 2.312831e-01 1.580641e-02
6.086297e+14 2.372522e-01 1.581491e-02
6.086297e+14 2.432124e-01 1.582328e-02
6.086297e+14 2.491634e-01 1.583154e-02
6.086297e+14 2.551050e-01 1.583968e-02
6.086297e+14 2.610467e-01 1.584773e-02
6.086297e+14 2.669688e-01 1.585568e-02
6.086297e+14 2.728809e-01 1.586352e-02
6.086297e+14 2.787827e-01 1.587126e-02
6.086297e+14 2.846740e-01 1.587892e-02
6.086297e+14 2.905641e-01 1.588647e-02
6.086297e+14 2.964337e-01 1.589395e-02
6.086297e+14 3.022921e-01 1.590133e-02
6.086297e+14 3.081391e-01 1.590863e-02
6.086297e+14 3.139745e-01 1.591585e-02
6.086297e+14 3.198075e-01 1.592298e-02
6.086297e+14 3.256190e-01 1.593003e-02
6.086297e+14 3.314182e-01 1.593701e-02
6.086297e+14 3.372049e-01 1.594391e-02
6.086297e+14 3.429789e-01 1.595074e-02
6.086297e+14 3.487493e-01 1.595749e-02
6.086297e+14 3.544972e-01 1.596417e-02
6.086297e+14 3.602318e-01 1.597079e-02
6.086297e+14 3.659527e-01 1.597733e-02
6.086297e+14 3.716599e-01 1.598380e-02
6.086297e+14 3.773530e-01 1.599021e-02
6.086297e+14 3.830412e-01 1.599656e-02
6.086297e+14 3.887056e-01 1.600283e-02
6.086297e+14 3.943554e-01 1.600905e-02
6.086297e+14 3.999904e-01 1.601520e-02
6.086297e+14 4.056102e-01 1.602130e-02
6.086297e+14 4.112239e-01 1.602734e-02
