0.000000000  0.100 982
0.062500000  0.100 982
0.125000000  0.100 998
0.187500000  0.100 1023
0.250000000  0.100 1049
0.312500000  0.100 1010
0.375000000  0.100 1002
0.437500000  0.100 1013
0.500000000  0.100 1048
0.562500000  0.100 974
0.625000000  0.100 1024
0.687500000  0.100 982
0.750000000  0.100 1018
0.812500000  0.100 945
0.875000000  0.100 1049
0.937500000  0.100 1008
0.000000000  0.200 4987
0.062500000  0.200 4905
0.125000000  0.200 4913
0.187500000  0.200 4943
0.250000000  0.200 4992
0.312500000  0.200 5107
0.375000000  0.200 5774
0.437500000  0.200 6947
0.500000000  0.200 7708
0.562500000  0.200 7825
0.625000000  0.200 7635
0.687500000  0.200 6735
0.750000000  0.200 5841
0.812500000  0.200 5198
0.875000000  0.200 5013
0.937500000  0.200 4853
0.000000000  0.300 7782
0.062500000  0.300 7560
0.125000000  0.300 7524
0.187500000  0.300 7398
0.250000000  0.300 7405
0.312500000  0.300 7853
0.375000000  0.300 9347
0.437500000  0.300 11124
0.500000000  0.300 12527
0.562500000  0.300 12896
0.625000000  0.300 11883
0.687500000  0.300 10663
0.750000000  0.300 9164
0.812500000  0.300 7938
0.875000000  0.300 7610
0.937500000  0.300 7578
0.000000000  0.400 9474
0.062500000  0.400 9373
0.125000000  0.400 9021
0.187500000  0.400 8550
0.250000000  0.400 8397
0.312500000  0.400 8942
0.375000000  0.400 11891
0.437500000  0.400 16257
0.500000000  0.400 19890
0.562500000  0.400 20676
0.625000000  0.400 18967
0.687500000  0.400 15764
0.750000000  0.400 11940
0.812500000  0.400 10061
0.875000000  0.400 9350
0.937500000  0.400 9254
0.000000000  0.500 9532
0.062500000  0.500 9482
0.125000000  0.500 9085
0.187500000  0.500 8543
0.250000000  0.500 7929
0.312500000  0.500 8298
0.375000000  0.500 10597
0.437500000  0.500 14464
0.500000000  0.500 17279
0.562500000  0.500 18158
0.625000000  0.500 16664
0.687500000  0.500 14018
0.750000000  0.500 11355
0.812500000  0.500 9907
0.875000000  0.500 9523
0.937500000  0.500 9663
0.000000000  0.600 9151
0.062500000  0.600 8891
0.125000000  0.600 8472
0.187500000  0.600 7951
0.250000000  0.600 7510
0.312500000  0.600 7497
0.375000000  0.600 9011
0.437500000  0.600 11363
0.500000000  0.600 13303
0.562500000  0.600 14058
0.625000000  0.600 12756
0.687500000  0.600 11379
0.750000000  0.600 9618
0.812500000  0.600 8826
0.875000000  0.600 9051
0.937500000  0.600 9160
0.000000000  0.700 8293
0.062500000  0.700 8097
0.125000000  0.700 7569
0.187500000  0.700 6816
0.250000000  0.700 6418
0.312500000  0.700 6219
0.375000000  0.700 6942
0.437500000  0.700 8524
0.500000000  0.700 10012
0.562500000  0.700 10567
0.625000000  0.700 9702
0.687500000  0.700 8966
0.750000000  0.700 8112
0.812500000  0.700 7719
0.875000000  0.700 8033
0.937500000  0.700 8221
0.000000000  0.800 7700
0.062500000  0.800 7380
0.125000000  0.800 6897
0.187500000  0.800 6206
0.250000000  0.800 5527
0.312500000  0.800 5169
0.375000000  0.800 5630
0.437500000  0.800 6557
0.500000000  0.800 7700
0.562500000  0.800 7981
0.625000000  0.800 7563
0.687500000  0.800 7225
0.750000000  0.800 6974
0.812500000  0.800 6983
0.875000000  0.800 7494
0.937500000  0.800 7655
0.000000000  0.900 7094
0.062500000  0.900 6619
0.125000000  0.900 6171
0.187500000  0.900 5311
0.250000000  0.900 4903
0.312500000  0.900 4479
0.375000000  0.900 4596
0.437500000  0.900 5411
0.500000000  0.900 5879
0.562500000  0.900 6140
0.625000000  0.900 5902
0.687500000  0.900 5792
0.750000000  0.900 5991
0.812500000  0.900 6219
0.875000000  0.900 6725
0.937500000  0.900 6984
0.000000000  1.000 6384
0.062500000  1.000 6074
0.125000000  1.000 5467
0.187500000  1.000 5004
0.250000000  1.000 4227
0.312500000  1.000 3957
0.375000000  1.000 3767
0.437500000  1.000 4175
0.500000000  1.000 4668
0.562500000  1.000 4905
0.625000000  1.000 4861
0.687500000  1.000 4830
0.750000000  1.000 5299
0.812500000  1.000 5536
0.875000000  1.000 5953
0.937500000  1.000 6315
0.000000000  1.100 5907
0.062500000  1.100 5436
0.125000000  1.100 5049
0.187500000  1.100 4372
0.250000000  1.100 3850
0.312500000  1.100 3500
0.375000000  1.100 3288
0.437500000  1.100 3390
0.500000000  1.100 3734
0.562500000  1.100 3879
0.625000000  1.100 4083
0.687500000  1.100 4084
0.750000000  1.100 4484
0.812500000  1.100 5074
0.875000000  1.100 5569
0.937500000  1.100 5937
0.000000000  1.200 5249
0.062500000  1.200 4991
0.125000000  1.200 4380
0.187500000  1.200 3849
0.250000000  1.200 3299
0.312500000  1.200 2911
0.375000000  1.200 2809
0.437500000  1.200 2968
0.500000000  1.200 3074
0.562500000  1.200 3087
0.625000000  1.200 3322
0.687500000  1.200 3608
0.750000000  1.200 4069
0.812500000  1.200 4444
0.875000000  1.200 4926
0.937500000  1.200 5166
0.000000000  1.300 4364
0.062500000  1.300 4286
0.125000000  1.300 3806
0.187500000  1.300 3305
0.250000000  1.300 2952
0.312500000  1.300 2545
0.375000000  1.300 2294
0.437500000  1.300 2342
0.500000000  1.300 2433
0.562500000  1.300 2517
0.625000000  1.300 2673
0.687500000  1.300 3027
0.750000000  1.300 3342
0.812500000  1.300 3901
0.875000000  1.300 4281
0.937500000  1.300 4515
0.000000000  1.400 3969
0.062500000  1.400 3821
0.125000000  1.400 3344
0.187500000  1.400 2907
0.250000000  1.400 2591
0.312500000  1.400 2115
0.375000000  1.400 2036
0.437500000  1.400 2082
0.500000000  1.400 2048
0.562500000  1.400 2196
0.625000000  1.400 2298
0.687500000  1.400 2590
0.750000000  1.400 2929
0.812500000  1.400 3333
0.875000000  1.400 3605
0.937500000  1.400 3958
0.000000000  1.500 3429
0.062500000  1.500 3347
0.125000000  1.500 2812
0.187500000  1.500 2537
0.250000000  1.500 2209
0.312500000  1.500 1824
0.375000000  1.500 1720
0.437500000  1.500 1754
0.500000000  1.500 1673
0.562500000  1.500 1840
0.625000000  1.500 1910
0.687500000  1.500 2231
0.750000000  1.500 2590
0.812500000  1.500 2914
0.875000000  1.500 3315
0.937500000  1.500 3483
0.000000000  1.600 2856
0.062500000  1.600 2652
0.125000000  1.600 2491
0.187500000  1.600 2031
0.250000000  1.600 1836
0.312500000  1.600 1579
0.375000000  1.600 1434
0.437500000  1.600 1353
0.500000000  1.600 1356
0.562500000  1.600 1520
0.625000000  1.600 1652
0.687500000  1.600 1779
0.750000000  1.600 2080
0.812500000  1.600 2441
0.875000000  1.600 2699
0.937500000  1.600 2911
0.000000000  1.700 2436
0.062500000  1.700 2322
0.125000000  1.700 2009
0.187500000  1.700 1820
0.250000000  1.700 1611
0.312500000  1.700 1419
0.375000000  1.700 1248
0.437500000  1.700 1259
0.500000000  1.700 1221
0.562500000  1.700 1285
0.625000000  1.700 1375
0.687500000  1.700 1567
0.750000000  1.700 1799
0.812500000  1.700 2181
0.875000000  1.700 2322
0.937500000  1.700 2504
0.000000000  1.800 2105
0.062500000  1.800 1900
0.125000000  1.800 1780
0.187500000  1.800 1511
0.250000000  1.800 1327
0.312500000  1.800 1200
0.375000000  1.800 1089
0.437500000  1.800 1019
0.500000000  1.800 1072
0.562500000  1.800 1067
0.625000000  1.800 1182
0.687500000  1.800 1291
0.750000000  1.800 1537
0.812500000  1.800 1769
0.875000000  1.800 1997
0.937500000  1.800 2136
0.000000000  1.900 1665
0.062500000  1.900 1607
0.125000000  1.900 1386
0.187500000  1.900 1274
0.250000000  1.900 1049
0.312500000  1.900 939
0.375000000  1.900 856
0.437500000  1.900 796
0.500000000  1.900 830
0.562500000  1.900 859
0.625000000  1.900 877
0.687500000  1.900 1028
0.750000000  1.900 1311
0.812500000  1.900 1406
0.875000000  1.900 1666
0.937500000  1.900 1638
0.000000000  2.000 1403
0.062500000  2.000 1352
0.125000000  2.000 1174
0.187500000  2.000 1023
0.250000000  2.000 939
0.312500000  2.000 805
0.375000000  2.000 741
0.437500000  2.000 692
0.500000000  2.000 721
0.562500000  2.000 756
0.625000000  2.000 739
0.687500000  2.000 885
0.750000000  2.000 1024
0.812500000  2.000 1150
0.875000000  2.000 1392
0.937500000  2.000 1422
0.000000000  2.100 1219
0.062500000  2.100 1077
0.125000000  2.100 1008
0.187500000  2.100 942
0.250000000  2.100 766
0.312500000  2.100 659
0.375000000  2.100 675
0.437500000  2.100 625
0.500000000  2.100 642
0.562500000  2.100 629
0.625000000  2.100 695
0.687500000  2.100 760
0.750000000  2.100 872
0.812500000  2.100 1043
0.875000000  2.100 1156
0.937500000  2.100 1257
0.000000000  2.200 1002
0.062500000  2.200 951
0.125000000  2.200 828
0.187500000  2.200 750
0.250000000  2.200 627
0.312500000  2.200 561
0.375000000  2.200 523
0.437500000  2.200 510
0.500000000  2.200 540
0.562500000  2.200 516
0.625000000  2.200 548
0.687500000  2.200 624
0.750000000  2.200 743
0.812500000  2.200 866
0.875000000  2.200 989
0.937500000  2.200 949
0.000000000  2.300 696
0.062500000  2.300 620
0.125000000  2.300 562
0.187500000  2.300 510
0.250000000  2.300 451
0.312500000  2.300 413
0.375000000  2.300 423
0.437500000  2.300 374
0.500000000  2.300 352
0.562500000  2.300 387
0.625000000  2.300 435
0.687500000  2.300 459
0.750000000  2.300 562
0.812500000  2.300 628
0.875000000  2.300 654
0.937500000  2.300 650
0.000000000  2.400 400
0.062500000  2.400 432
0.125000000  2.400 330
0.187500000  2.400 327
0.250000000  2.400 314
0.312500000  2.400 284
0.375000000  2.400 281
0.437500000  2.400 244
0.500000000  2.400 240
0.562500000  2.400 230
0.625000000  2.400 278
0.687500000  2.400 315
0.750000000  2.400 370
0.812500000  2.400 365
0.875000000  2.400 412
0.937500000  2.400 449
0.000000000  2.500 398
0.062500000  2.500 374
0.125000000  2.500 332
0.187500000  2.500 298
0.250000000  2.500 287
0.312500000  2.500 243
0.375000000  2.500 234
0.437500000  2.500 264
0.500000000  2.500 252
0.562500000  2.500 241
0.625000000  2.500 244
0.687500000  2.500 284
0.750000000  2.500 376
0.812500000  2.500 339
0.875000000  2.500 388
0.937500000  2.500 385
0.000000000  2.600 347
0.062500000  2.600 330
0.125000000  2.600 307
0.187500000  2.600 295
0.250000000  2.600 260
0.312500000  2.600 244
0.375000000  2.600 215
0.437500000  2.600 212
0.500000000  2.600 214
0.562500000  2.600 235
0.625000000  2.600 223
0.687500000  2.600 277
0.750000000  2.600 276
0.812500000  2.600 342
0.875000000  2.600 367
0.937500000  2.600 369
0.000000000  2.700 300
0.062500000  2.700 304
0.125000000  2.700 299
0.187500000  2.700 237
0.250000000  2.700 219
0.312500000  2.700 202
0.375000000  2.700 208
0.437500000  2.700 167
0.500000000  2.700 222
0.562500000  2.700 174
0.625000000  2.700 239
0.687500000  2.700 248
0.750000000  2.700 260
0.812500000  2.700 291
0.875000000  2.700 332
0.937500000  2.700 344
0.000000000  2.800 287
0.062500000  2.800 273
0.125000000  2.800 233
0.187500000  2.800 236
0.250000000  2.800 189
0.312500000  2.800 197
0.375000000  2.800 172
0.437500000  2.800 176
0.500000000  2.800 185
0.562500000  2.800 186
0.625000000  2.800 192
0.687500000  2.800 212
0.750000000  2.800 231
0.812500000  2.800 255
0.875000000  2.800 278
0.937500000  2.800 274
0.000000000  2.900 251
0.062500000  2.900 224
0.125000000  2.900 200
0.187500000  2.900 209
0.250000000  2.900 183
0.312500000  2.900 171
0.375000000  2.900 177
0.437500000  2.900 157
0.500000000  2.900 169
0.562500000  2.900 179
0.625000000  2.900 178
0.687500000  2.900 202
0.750000000  2.900 207
0.812500000  2.900 204
0.875000000  2.900 264
0.937500000  2.900 218
0.000000000  3.000 211
0.062500000  3.000 233
0.125000000  3.000 205
0.187500000  3.000 177
0.250000000  3.000 177
0.312500000  3.000 144
0.375000000  3.000 151
0.437500000  3.000 148
0.500000000  3.000 160
0.562500000  3.000 158
0.625000000  3.000 171
0.687500000  3.000 174
0.750000000  3.000 212
0.812500000  3.000 188
0.875000000  3.000 210
0.937500000  3.000 196
