0.000000000  3.650 77020
0.062500000  3.650 74949
0.125000000  3.650 71889
0.187500000  3.650 70708
0.250000000  3.650 69073
0.312500000  3.650 68093
0.375000000  3.650 67854
0.437500000  3.650 67573
0.500000000  3.650 67234
0.562500000  3.650 67325
0.625000000  3.650 68142
0.687500000  3.650 69843
0.750000000  3.650 72731
0.812500000  3.650 76121
0.875000000  3.650 78750
0.937500000  3.650 78694
0.000000000  3.950 70753
0.062500000  3.950 68342
0.125000000  3.950 66218
0.187500000  3.950 64414
0.250000000  3.950 63211
0.312500000  3.950 61820
0.375000000  3.950 61480
0.437500000  3.950 61185
0.500000000  3.950 61457
0.562500000  3.950 61572
0.625000000  3.950 61720
0.687500000  3.950 63466
0.750000000  3.950 66446
0.812500000  3.950 70058
0.875000000  3.950 71973
0.937500000  3.950 72692
0.000000000  4.250 64352
0.062500000  4.250 62320
0.125000000  4.250 60225
0.187500000  4.250 58365
0.250000000  4.250 57183
0.312500000  4.250 56472
0.375000000  4.250 55641
0.437500000  4.250 55954
0.500000000  4.250 55361
0.562500000  4.250 55746
0.625000000  4.250 55645
0.687500000  4.250 57812
0.750000000  4.250 60163
0.812500000  4.250 63728
0.875000000  4.250 65816
0.937500000  4.250 65617
0.000000000  4.550 58327
0.062500000  4.550 56254
0.125000000  4.550 54114
0.187500000  4.550 52773
0.250000000  4.550 51625
0.312500000  4.550 50881
0.375000000  4.550 49997
0.437500000  4.550 49972
0.500000000  4.550 49864
0.562500000  4.550 49583
0.625000000  4.550 50458
0.687500000  4.550 52009
0.750000000  4.550 54701
0.812500000  4.550 58078
0.875000000  4.550 59919
0.937500000  4.550 60127
0.000000000  4.850 52292
0.062500000  4.850 50521
0.125000000  4.850 48033
0.187500000  4.850 46796
0.250000000  4.850 45841
0.312500000  4.850 45171
0.375000000  4.850 44875
0.437500000  4.850 44697
0.500000000  4.850 44296
0.562500000  4.850 44832
0.625000000  4.850 45001
0.687500000  4.850 46656
0.750000000  4.850 49100
0.812500000  4.850 52107
0.875000000  4.850 54147
0.937500000  4.850 54236
0.000000000  5.150 46502
0.062500000  5.150 45037
0.125000000  5.150 42941
0.187500000  5.150 42073
0.250000000  5.150 40814
0.312500000  5.150 40262
0.375000000  5.150 39924
0.437500000  5.150 39285
0.500000000  5.150 39674
0.562500000  5.150 39514
0.625000000  5.150 40467
0.687500000  5.150 41539
0.750000000  5.150 44065
0.812500000  5.150 47140
0.875000000  5.150 48296
0.937500000  5.150 48119
0.000000000  5.450 41373
0.062500000  5.450 39995
0.125000000  5.450 38292
0.187500000  5.450 37011
0.250000000  5.450 36056
0.312500000  5.450 35406
0.375000000  5.450 35355
0.437500000  5.450 35017
0.500000000  5.450 34768
0.562500000  5.450 35188
0.625000000  5.450 35248
