0.000000000  3.650 87128
0.062500000  3.650 84041
0.125000000  3.650 80335
0.187500000  3.650 77779
0.250000000  3.650 76720
0.312500000  3.650 74981
0.375000000  3.650 74002
0.437500000  3.650 73593
0.500000000  3.650 73333
0.562500000  3.650 73361
0.625000000  3.650 73524
0.687500000  3.650 74982
0.750000000  3.650 78890
0.812500000  3.650 84853
0.875000000  3.650 88579
0.937500000  3.650 89466
0.000000000  3.950 79132
0.062500000  3.950 75805
0.125000000  3.950 72753
0.187500000  3.950 70097
0.250000000  3.950 67946
0.312500000  3.950 66787
0.375000000  3.950 66305
0.437500000  3.950 66167
0.500000000  3.950 66492
0.562500000  3.950 65858
0.625000000  3.950 65896
0.687500000  3.950 67251
0.750000000  3.950 70303
0.812500000  3.950 76924
0.875000000  3.950 80978
0.937500000  3.950 81186
0.000000000  4.250 70913
0.062500000  4.250 67281
0.125000000  4.250 64575
0.187500000  4.250 62408
0.250000000  4.250 60911
0.312500000  4.250 59613
0.375000000  4.250 59178
0.437500000  4.250 58793
0.500000000  4.250 59042
0.562500000  4.250 58809
0.625000000  4.250 58698
0.687500000  4.250 60016
0.750000000  4.250 63533
0.812500000  4.250 69080
0.875000000  4.250 72555
0.937500000  4.250 73136
0.000000000  4.550 63607
0.062500000  4.550 60207
0.125000000  4.550 57577
0.187500000  4.550 56044
0.250000000  4.550 54480
0.312500000  4.550 52863
0.375000000  4.550 52189
0.437500000  4.550 51976
0.500000000  4.550 51958
0.562500000  4.550 51852
0.625000000  4.550 51883
0.687500000  4.550 53034
0.750000000  4.550 56267
0.812500000  4.550 61730
0.875000000  4.550 65197
0.937500000  4.550 64960
0.000000000  4.850 56287
0.062500000  4.850 53209
0.125000000  4.850 50849
0.187500000  4.850 48506
0.250000000  4.850 47126
0.312500000  4.850 46414
0.375000000  4.850 45837
0.437500000  4.850 45459
0.500000000  4.850 45912
0.562500000  4.850 45591
0.625000000  4.850 45699
0.687500000  4.850 46424
0.750000000  4.850 50312
0.812500000  4.850 54854
0.875000000  4.850 58130
0.937500000  4.850 58258
0.000000000  5.150 49328
0.062500000  5.150 46802
0.125000000  5.150 44208
0.187500000  5.150 42492
0.250000000  5.150 40995
0.312500000  5.150 40518
0.375000000  5.150 40500
0.437500000  5.150 39778
0.500000000  5.150 39986
0.562500000  5.150 40027
0.625000000  5.150 39841
0.687500000  5.150 40666
0.750000000  5.150 43907
0.812500000  5.150 48993
0.875000000  5.150 51363
0.937500000  5.150 51415
0.000000000  5.450 42978
0.062500000  5.450 41049
0.125000000  5.450 38523
0.187500000  5.450 36950
0.250000000  5.450 35950
0.312500000  5.450 35192
0.375000000  5.450 34538
0.437500000  5.450 34574
0.500000000  5.450 34488
0.562500000  5.450 34447
0.625000000  5.450 34762
0.687500000  5.450 35152
0.750000000  5.450 38664
0.812500000  5.450 42843
0.875000000  5.450 45463
0.937500000  5.450 45297
0.000000000  5.750 38023
0.062500000  5.750 35368
0.125000000  5.750 33535
0.187500000  5.750 32057
0.250000000  5.750 31068
0.312500000  5.750 30485
0.375000000  5.750 30201
0.437500000  5.750 29754
0.500000000  5.750 29913
0.562500000  5.750 29851
0.625000000  5.750 29835
0.687500000  5.750 30583
0.750000000  5.750 33271
0.812500000  5.750 37513
0.875000000  5.750 39748
0.937500000  5.750 39948
0.000000000  6.050 32990
0.062500000  6.050 30540
0.125000000  6.050 29158
0.187500000  6.050 27657
0.250000000  6.050 26609
0.312500000  6.050 26232
0.375000000  6.050 25723
0.437500000  6.050 25795
0.500000000  6.050 25904
0.562500000  6.050 25308
0.625000000  6.050 25950
0.687500000  6.050 26341
0.750000000  6.050 29177
0.812500000  6.050 32731
0.875000000  6.050 34730
0.937500000  6.050 34970
0.000000000  6.350 28572
0.062500000  6.350 26405
0.125000000  6.350 24794
0.187500000  6.350 23690
0.250000000  6.350 22752
0.312500000  6.350 22369
0.375000000  6.350 22039
0.437500000  6.350 22341
0.500000000  6.350 21890
0.562500000  6.350 21665
0.625000000  6.350 22042
0.687500000  6.350 22561
0.750000000  6.350 25575
0.812500000  6.350 28338
0.875000000  6.350 30615
0.937500000  6.350 30082
0.000000000  6.650 24685
0.062500000  6.650 22667
0.125000000  6.650 21488
0.187500000  6.650 20170
0.250000000  6.650 19628
0.312500000  6.650 19410
0.375000000  6.650 19169
0.437500000  6.650 18709
0.500000000  6.650 18683
0.562500000  6.650 18901
0.625000000  6.650 18996
0.687500000  6.650 19250
0.750000000  6.650 21705
0.812500000  6.650 24808
0.875000000  6.650 26813
0.937500000  6.650 26318
0.000000000  6.950 21231
0.062500000  6.950 19865
0.125000000  6.950 18078
0.187500000  6.950 17226
0.250000000  6.950 16660
0.312500000  6.950 16347
0.375000000  6.950 15873
0.437500000  6.950 16195
0.500000000  6.950 15914
0.562500000  6.950 15887
0.625000000  6.950 15843
0.687500000  6.950 16523
0.750000000  6.950 18733
0.812500000  6.950 21519
0.875000000  6.950 23149
0.937500000  6.950 22671
0.000000000  7.250 18096
0.062500000  7.250 16557
0.125000000  7.250 15334
0.187500000  7.250 14632
0.250000000  7.250 14111
0.312500000  7.250 13563
0.375000000  7.250 13568
0.437500000  7.250 13758
0.500000000  7.250 13534
0.562500000  7.250 13320
0.625000000  7.250 13521
0.687500000  7.250 14166
0.750000000  7.250 16305
0.812500000  7.250 18476
0.875000000  7.250 19979
0.937500000  7.250 19643
0.000000000  7.550 15698
0.062500000  7.550 14064
0.125000000  7.550 13126
0.187500000  7.550 12359
0.250000000  7.550 12124
0.312500000  7.550 11611
0.375000000  7.550 11536
0.437500000  7.550 11346
0.500000000  7.550 11138
0.562500000  7.550 11544
0.625000000  7.550 11354
0.687500000  7.550 11942
0.750000000  7.550 13798
0.812500000  7.550 16271
0.875000000  7.550 17360
0.937500000  7.550 16848
0.000000000  7.850 13372
0.062500000  7.850 11990
0.125000000  7.850 11090
0.187500000  7.850 10590
0.250000000  7.850 9973
0.312500000  7.850 9777
0.375000000  7.850 9706
0.437500000  7.850 9600
0.500000000  7.850 9418
0.562500000  7.850 9618
0.625000000  7.850 9606
0.687500000  7.850 10125
0.750000000  7.850 11876
0.812500000  7.850 13899
0.875000000  7.850 14942
0.937500000  7.850 14472
0.000000000  8.150 11362
0.062500000  8.150 10052
0.125000000  8.150 9270
