0.000000000  0.650 42510
0.062500000  0.650 41876
0.125000000  0.650 41406
0.187500000  0.650 40159
0.250000000  0.650 38800
0.312500000  0.650 38367
0.375000000  0.650 37841
0.437500000  0.650 38091
0.500000000  0.650 37822
0.562500000  0.650 37789
0.625000000  0.650 38230
0.687500000  0.650 38980
0.750000000  0.650 40246
0.812500000  0.650 41685
0.875000000  0.650 43143
0.937500000  0.650 43035
0.000000000  0.950 54479
0.062500000  0.950 53408
0.125000000  0.950 52159
0.187500000  0.950 50716
0.250000000  0.950 49769
0.312500000  0.950 48700
0.375000000  0.950 48463
0.437500000  0.950 48144
0.500000000  0.950 47461
0.562500000  0.950 47977
0.625000000  0.950 48454
0.687500000  0.950 49325
0.750000000  0.950 50848
0.812500000  0.950 53001
0.875000000  0.950 54530
0.937500000  0.950 54910
0.000000000  1.250 62044
0.062500000  1.250 60506
0.125000000  1.250 59029
0.187500000  1.250 58307
0.250000000  1.250 56964
0.312500000  1.250 55772
0.375000000  1.250 54724
0.437500000  1.250 54562
0.500000000  1.250 54186
0.562500000  1.250 54604
0.625000000  1.250 54975
0.687500000  1.250 56352
0.750000000  1.250 57997
0.812500000  1.250 60103
0.875000000  1.250 61669
0.937500000  1.250 62009
0.000000000  1.550 66131
0.062500000  1.550 63966
0.125000000  1.550 62933
0.187500000  1.550 61121
0.250000000  1.550 60194
0.312500000  1.550 59019
0.375000000  1.550 58318
0.437500000  1.550 58166
0.500000000  1.550 58018
0.562500000  1.550 57322
0.625000000  1.550 58578
0.687500000  1.550 59660
0.750000000  1.550 62049
0.812500000  1.550 64344
0.875000000  1.550 65870
0.937500000  1.550 66611
0.000000000  1.850 67500
0.062500000  1.850 65592
0.125000000  1.850 64122
0.187500000  1.850 62752
0.250000000  1.850 61137
0.312500000  1.850 60159
0.375000000  1.850 59522
0.437500000  1.850 58706
0.500000000  1.850 58627
0.562500000  1.850 58342
0.625000000  1.850 59444
0.687500000  1.850 61075
0.750000000  1.850 63374
0.812500000  1.850 66046
0.875000000  1.850 67854
0.937500000  1.850 67792
0.000000000  2.150 66666
0.062500000  2.150 65556
0.125000000  2.150 63019
0.187500000  2.150 61541
0.250000000  2.150 60260
0.312500000  2.150 59042
0.375000000  2.150 58644
0.437500000  2.150 58420
0.500000000  2.150 57607
0.562500000  2.150 58541
0.625000000  2.150 58700
0.687500000  2.150 60513
0.750000000  2.150 62732
0.812500000  2.150 65508
0.875000000  2.150 67291
0.937500000  2.150 67663
0.000000000  2.450 64455
0.062500000  2.450 62681
0.125000000  2.450 60724
0.187500000  2.450 59831
0.250000000  2.450 58512
0.312500000  2.450 57035
0.375000000  2.450 56741
0.437500000  2.450 55723
0.500000000  2.450 55644
0.562500000  2.450 56173
0.625000000  2.450 56809
0.687500000  2.450 58408
0.750000000  2.450 60767
0.812500000  2.450 63539
0.875000000  2.450 65135
0.937500000  2.450 65783
0.000000000  2.750 61389
0.062500000  2.750 59675
0.125000000  2.750 58225
0.187500000  2.750 56457
0.250000000  2.750 55090
0.312500000  2.750 53927
0.375000000  2.750 52975
0.437500000  2.750 52824
0.500000000  2.750 52649
0.562500000  2.750 53270
0.625000000  2.750 53344
0.687500000  2.750 55645
0.750000000  2.750 57831
0.812500000  2.750 60542
0.875000000  2.750 61875
0.937500000  2.750 62413
0.000000000  3.050 57108
0.062500000  3.050 55845
0.125000000  3.050 53937
0.187500000  3.050 52447
0.250000000  3.050 50982
0.312500000  3.050 50290
0.375000000  3.050 49486
0.437500000  3.050 49169
0.500000000  3.050 48831
0.562500000  3.050 49507
0.625000000  3.050 49925
0.687500000  3.050 51528
0.750000000  3.050 54100
0.812500000  3.050 56943
0.875000000  3.050 57746
0.937500000  3.050 57996
0.000000000  3.350 53080
0.062500000  3.350 51370
0.125000000  3.350 49469
0.187500000  3.350 48487
0.250000000  3.350 47328
0.312500000  3.350 46214
0.375000000  3.350 45715
0.437500000  3.350 45083
0.500000000  3.350 45038
0.562500000  3.350 45381
0.625000000  3.350 46164
0.687500000  3.350 47330
0.750000000  3.350 49935
0.812500000  3.350 52483
0.875000000  3.350 53547
0.937500000  3.350 53608
0.000000000  3.650 48297
0.062500000  3.650 46811
0.125000000  3.650 44989
0.187500000  3.650 43738
0.250000000  3.650 42642
0.312500000  3.650 41841
0.375000000  3.650 41276
0.437500000  3.650 41131
0.500000000  3.650 40872
0.562500000  3.650 41455
0.625000000  3.650 41771
0.687500000  3.650 43086
0.750000000  3.650 45783
0.812500000  3.650 47612
0.875000000  3.650 49484
0.937500000  3.650 48752
0.000000000  3.950 43245
0.062500000  3.950 42264
0.125000000  3.950 40771
0.187500000  3.950 39542
0.250000000  3.950 38307
0.312500000  3.950 37965
0.375000000  3.950 37157
0.437500000  3.950 36787
0.500000000  3.950 36976
0.562500000  3.950 36991
0.625000000  3.950 37381
0.687500000  3.950 39007
0.750000000  3.950 41361
0.812500000  3.950 43224
0.875000000  3.950 44532
0.937500000  3.950 44593
0.000000000  4.250 38828
0.062500000  4.250 37743
0.125000000  4.250 36370
0.187500000  4.250 34769
0.250000000  4.250 34246
0.312500000  4.250 33495
0.375000000  4.250 33038
0.437500000  4.250 32947
0.500000000  4.250 33223
0.562500000  4.250 32789
0.625000000  4.250 33345
0.687500000  4.250 34966
0.750000000  4.250 36631
0.812500000  4.250 38995
