0.312500000  8.150 7906
0.375000000  8.150 7740
0.437500000  8.150 7747
0.500000000  8.150 7627
0.562500000  8.150 7681
0.625000000  8.150 7668
0.687500000  8.150 8094
0.750000000  8.150 9062
0.812500000  8.150 10622
0.875000000  8.150 11354
0.937500000  8.150 11641
0.000000000  8.450 9745
0.062500000  8.450 8736
0.125000000  8.450 8134
0.187500000  8.450 7522
0.250000000  8.450 6962
0.312500000  8.450 6604
0.375000000  8.450 6431
0.437500000  8.450 6444
0.500000000  8.450 6361
0.562500000  8.450 6381
0.625000000  8.450 6399
0.687500000  8.450 6747
0.750000000  8.450 7905
0.812500000  8.450 8758
0.875000000  8.450 9786
0.937500000  8.450 10043
0.000000000  8.750 8124
0.062500000  8.750 7646
0.125000000  8.750 6748
0.187500000  8.750 6089
0.250000000  8.750 5742
0.312500000  8.750 5542
0.375000000  8.750 5207
0.437500000  8.750 5334
0.500000000  8.750 5171
0.562500000  8.750 5368
0.625000000  8.750 5406
0.687500000  8.750 5776
0.750000000  8.750 6502
0.812500000  8.750 7779
0.875000000  8.750 8180
0.937500000  8.750 8406
0.000000000  9.050 6879
0.062500000  9.050 6335
0.125000000  9.050 5678
0.187500000  9.050 5243
0.250000000  9.050 4795
0.312500000  9.050 4669
0.375000000  9.050 4340
0.437500000  9.050 4403
0.500000000  9.050 4395
0.562500000  9.050 4412
0.625000000  9.050 4501
0.687500000  9.050 4763
0.750000000  9.050 5462
0.812500000  9.050 6405
0.875000000  9.050 7229
0.937500000  9.050 7264
0.000000000  9.350 5767
0.062500000  9.350 5325
0.125000000  9.350 4708
0.187500000  9.350 4281
0.250000000  9.350 3948
0.312500000  9.350 3796
0.375000000  9.350 3634
0.437500000  9.350 3644
0.500000000  9.350 3615
0.562500000  9.350 3564
0.625000000  9.350 3533
0.687500000  9.350 3952
0.750000000  9.350 4566
0.812500000  9.350 5343
0.875000000  9.350 5948
0.937500000  9.350 6298
0.000000000  9.650 4971
0.062500000  9.650 4546
0.125000000  9.650 4052
0.187500000  9.650 3685
0.250000000  9.650 3358
0.312500000  9.650 3133
0.375000000  9.650 3094
0.437500000  9.650 2929
0.500000000  9.650 3039
0.562500000  9.650 2890
0.625000000  9.650 3024
0.687500000  9.650 3217
0.750000000  9.650 3899
0.812500000  9.650 4703
0.875000000  9.650 5017
0.937500000  9.650 5190
0.000000000  9.950 4199
0.062500000  9.950 3677
0.125000000  9.950 3348
0.187500000  9.950 2952
0.250000000  9.950 2797
0.312500000  9.950 2534
0.375000000  9.950 2511
0.437500000  9.950 2569
0.500000000  9.950 2482
0.562500000  9.950 2593
0.625000000  9.950 2517
0.687500000  9.950 2700
0.750000000  9.950 3116
0.812500000  9.950 3834
0.875000000  9.950 4316
0.937500000  9.950 4372
0.000000000 10.250 3427
0.062500000 10.250 3109
0.125000000 10.250 2751
0.187500000 10.250 2498
0.250000000 10.250 2206
0.312500000 10.250 2174
0.375000000 10.250 2114
0.437500000 10.250 2021
0.500000000 10.250 2079
0.562500000 10.250 2048
0.625000000 10.250 2107
0.687500000 10.250 2152
0.750000000 10.250 2674
0.812500000 10.250 3201
0.875000000 10.250 3602
0.937500000 10.250 3566
0.000000000 10.550 2915
0.062500000 10.550 2708
0.125000000 10.550 2282
0.187500000 10.550 2084
0.250000000 10.550 1830
0.312500000 10.550 1773
0.375000000 10.550 1617
0.437500000 10.550 1605
0.500000000 10.550 1712
0.562500000 10.550 1648
0.625000000 10.550 1643
0.687500000 10.550 1816
0.750000000 10.550 2292
0.812500000 10.550 2763
0.875000000 10.550 3179
0.937500000 10.550 3116
0.000000000 10.850 2445
0.062500000 10.850 2147
0.125000000 10.850 1884
0.187500000 10.850 1719
0.250000000 10.850 1505
0.312500000 10.850 1472
0.375000000 10.850 1358
0.437500000 10.850 1346
0.500000000 10.850 1450
0.562500000 10.850 1374
0.625000000 10.850 1407
0.687500000 10.850 1491
0.750000000 10.850 1898
0.812500000 10.850 2355
0.875000000 10.850 2666
0.937500000 10.850 2575
0.000000000 11.150 2079
0.062500000 11.150 1889
0.125000000 11.150 1593
0.187500000 11.150 1494
0.250000000 11.150 1259
0.312500000 11.150 1190
0.375000000 11.150 1180
0.437500000 11.150 1130
0.500000000 11.150 1147
0.562500000 11.150 1116
0.625000000 11.150 1118
0.687500000 11.150 1257
0.750000000 11.150 1539
0.812500000 11.150 1936
0.875000000 11.150 2249
0.937500000 11.150 2280
0.000000000 11.450 1777
0.062500000 11.450 1495
0.125000000 11.450 1292
0.187500000 11.450 1218
0.250000000 11.450 1026
0.312500000 11.450 952
0.375000000 11.450 970
0.437500000 11.450 930
0.500000000 11.450 905
0.562500000 11.450 919
0.625000000 11.450 909
0.687500000 11.450 1019
0.750000000 11.450 1386
0.812500000 11.450 1701
0.875000000 11.450 1908
0.937500000 11.450 1820
0.000000000 11.750 1496
0.062500000 11.750 1201
0.125000000 11.750 1188
0.187500000 11.750 976
0.250000000 11.750 876
0.312500000 11.750 774
0.375000000 11.750 753
0.437500000 11.750 756
0.500000000 11.750 724
0.562500000 11.750 794
0.625000000 11.750 737
0.687500000 11.750 859
0.750000000 11.750 1142
0.812500000 11.750 1388
0.875000000 11.750 1603
0.937500000 11.750 1593
0.000000000 12.050 1236
0.062500000 12.050 1125
0.125000000 12.050 924
0.187500000 12.050 783
0.250000000 12.050 731
0.312500000 12.050 644
0.375000000 12.050 593
0.437500000 12.050 593
0.500000000 12.050 638
0.562500000 12.050 624
0.625000000 12.050 635
0.687500000 12.050 718
0.750000000 12.050 911
0.812500000 12.050 1155
0.875000000 12.050 1347
0.937500000 12.050 1377
0.000000000 12.350 1095
0.062500000 12.350 911
0.125000000 12.350 812
0.187500000 12.350 646
0.250000000 12.350 561
0.312500000 12.350 511
0.375000000 12.350 541
0.437500000 12.350 536
0.500000000 12.350 537
0.562500000 12.350 462
0.625000000 12.350 509
0.687500000 12.350 600
0.750000000 12.350 814
0.812500000 12.350 1037
0.875000000 12.350 1100
0.937500000 12.350 1100
