-2.30369	0.015629	8.2395e-20
-2.30369	0.046872	8.1893e-20
-2.30369	0.078069	8.2071e-20
-2.30369	0.109190	8.2312e-20
-2.30369	0.140200	8.2558e-20
-2.30369	0.171080	8.2794e-20
-2.30369	0.201790	8.3023e-20
-2.30369	0.232300	8.3239e-20
-2.30369	0.262590	8.3445e-20
-2.30369	0.292620	8.3641e-20
-2.30369	0.322360	8.3829e-20
-2.30369	0.351790	8.4008e-20
-2.30369	0.380870	8.4176e-20
-2.30369	0.409590	8.4339e-20
-2.30369	0.437900	8.4492e-20
-2.30369	0.465780	8.464e-20
-2.30369	0.493210	8.4784e-20
-2.30369	0.520160	8.4919e-20
-2.30369	0.546600	8.5047e-20
-2.30369	0.572500	8.5173e-20
-2.30369	0.597850	8.5291e-20
-2.30369	0.622610	8.5404e-20
-2.30369	0.646760	8.5512e-20
-2.30369	0.670280	8.5618e-20
-2.30369	0.693150	8.5716e-20
-2.30369	0.715340	8.5809e-20
-2.30369	0.736830	8.5899e-20
-2.30369	0.757600	8.5984e-20
-2.30369	0.777630	8.6067e-20
-2.30369	0.796900	8.6143e-20
-2.30369	0.815390	8.6216e-20
-2.30369	0.833080	8.6286e-20
-2.30369	0.849960	8.6351e-20
-2.30369	0.866010	8.6411e-20
-2.30369	0.881220	8.6469e-20
-2.30369	0.895560	8.6522e-20
-2.30369	0.909030	8.6572e-20
-2.30369	0.921610	8.662e-20
-2.30369	0.933290	8.666e-20
-2.30369	0.944060	8.67e-20
-2.30369	0.953900	8.6735e-20
-2.30369	0.962810	8.6768e-20
-2.30369	0.970790	8.6796e-20
-2.30369	0.977810	8.6821e-20
-2.30369	0.983880	8.6843e-20
-2.30369	0.988980	8.6861e-20
-2.30369	0.993120	8.6876e-20
-2.30369	0.996300	8.6886e-20
-2.30369	0.998490	8.6894e-20
-2.30369	0.999710	8.6899e-20
-2.26988	0.015629	9.5153e-20
-2.26988	0.046872	9.4942e-20
-2.26988	0.078069	9.5263e-20
-2.26988	0.109190	9.5617e-20
-2.26988	0.140200	9.5957e-20
-2.26988	0.171080	9.6281e-20
-2.26988	0.201790	9.6582e-20
-2.26988	0.232300	9.6868e-20
-2.26988	0.262590	9.714e-20
-2.26988	0.292620	9.7396e-20
-2.26988	0.322360	9.7637e-20
-2.26988	0.351790	9.7868e-20
-2.26988	0.380870	9.8087e-20
-2.26988	0.409590	9.8295e-20
-2.26988	0.437900	9.8494e-20
-2.26988	0.465780	9.8682e-20
-2.26988	0.493210	9.8865e-20
-2.26988	0.520160	9.9036e-20
-2.26988	0.546600	9.9202e-20
-2.26988	0.572500	9.936e-20
-2.26988	0.597850	9.9511e-20
-2.26988	0.622610	9.9654e-20
-2.26988	0.646760	9.9792e-20
-2.26988	0.670280	9.9923e-20
-2.26988	0.693150	1.0005e-19
-2.26988	0.715340	1.0017e-19
-2.26988	0.736830	1.0028e-19
-2.26988	0.757600	1.0039e-19
-2.26988	0.777630	1.0049e-19
-2.26988	0.796900	1.0059e-19
-2.26988	0.815390	1.0068e-19
-2.26988	0.833080	1.0077e-19
-2.26988	0.849960	1.0085e-19
-2.26988	0.866010	1.0093e-19
-2.26988	0.881220	1.01e-19
-2.26988	0.895560	1.0107e-19
-2.26988	0.909030	1.0113e-19
-2.26988	0.921610	1.0119e-19
-2.26988	0.933290	1.0124e-19
-2.26988	0.944060	1.0129e-19
-2.26988	0.953900	1.0133e-19
-2.26988	0.962810	1.0137e-19
-2.26988	0.970790	1.0141e-19
-2.26988	0.977810	1.0144e-19
-2.26988	0.983880	1.0147e-19
-2.26988	0.988980	1.0149e-19
-2.26988	0.993120	1.0151e-19
-2.26988	0.996300	1.0152e-19
-2.26988	0.998490	1.0153e-19
-2.26988	0.999710	1.0154e-19
-2.23607	0.015629	1.0996e-19
-2.23607	0.046872	1.1006e-19
-2.23607	0.078069	1.1056e-19
-2.23607	0.109190	1.1106e-19
-2.23607	0.140200	1.1151e-19
-2.23607	0.171080	1.1194e-19
-2.23607	0.201790	1.1234e-19
-2.23607	0.232300	1.1272e-19
-2.23607	0.262590	1.1307e-19
-2.23607	0.292620	1.134e-19
-2.23607	0.322360	1.1371e-19
-2.23607	0.351790	1.14e-19
-2.23607	0.380870	1.1429e-19
-2.23607	0.409590	1.1455e-19
-2.23607	0.437900	1.1481e-19
-2.23607	0.465780	1.1505e-19
-2.23607	0.493210	1.1527e-19
-2.23607	0.520160	1.155e-19
-2.23607	0.546600	1.1571e-19
-2.23607	0.572500	1.1591e-19
-2.23607	0.597850	1.161e-19
-2.23607	0.622610	1.1628e-19
-2.23607	0.646760	1.1645e-19
-2.23607	0.670280	1.1662e-19
-2.23607	0.693150	1.1678e-19
-2.23607	0.715340	1.1692e-19
-2.23607	0.736830	1.1707e-19
-2.23607	0.757600	1.172e-19
-2.23607	0.777630	1.1733e-19
-2.23607	0.796900	1.1745e-19
-2.23607	0.815390	1.1757e-19
-2.23607	0.833080	1.1768e-19
-2.23607	0.849960	1.1778e-19
-2.23607	0.866010	1.1788e-19
-2.23607	0.881220	1.1797e-19
-2.23607	0.895560	1.1805e-19
-2.23607	0.909030	1.1813e-19
-2.23607	0.921610	1.182e-19
-2.23607	0.933290	1.1827e-19
-2.23607	0.944060	1.1833e-19
-2.23607	0.953900	1.1839e-19
-2.23607	0.962810	1.1844e-19
-2.23607	0.970790	1.1848e-19
-2.23607	0.977810	1.1852e-19
-2.23607	0.983880	1.1856e-19
-2.23607	0.988980	1.1858e-19
-2.23607	0.993120	1.1861e-19
-2.23607	0.996300	1.1862e-19
-2.23607	0.998490	1.1864e-19
-2.23607	0.999710	1.1864e-19
-2.20227	0.015629	1.2711e-19
-2.20227	0.046872	1.2757e-19
-2.20227	0.078069	1.2829e-19
-2.20227	0.109190	1.2896e-19
-2.20227	0.140200	1.2957e-19
-2.20227	0.171080	1.3013e-19
-2.20227	0.201790	1.3065e-19
-2.20227	0.232300	1.3114e-19
-2.20227	0.262590	1.3158e-19
-2.20227	0.292620	1.3201e-19
-2.20227	0.322360	1.3241e-19
-2.20227	0.351790	1.3279e-19
-2.20227	0.380870	1.3314e-19
-2.20227	0.409590	1.3348e-19
-2.20227	0.437900	1.338e-19
-2.20227	0.465780	1.3411e-19
-2.20227	0.493210	1.344e-19
-2.20227	0.520160	1.3468e-19
-2.20227	0.546600	1.3494e-19
-2.20227	0.572500	1.3519e-19
-2.20227	0.597850	1.3543e-19
-2.20227	0.622610	1.3566e-19
-2.20227	0.646760	1.3588e-19
-2.20227	0.670280	1.3609e-19
-2.20227	0.693150	1.3629e-19
-2.20227	0.715340	1.3647e-19
