-2.30368	0.015629	7.4003e-20
-2.30368	0.046872	7.4458e-20
-2.30368	0.078069	7.4831e-20
-2.30368	0.109190	7.5158e-20
-2.30368	0.140200	7.5453e-20
-2.30368	0.171080	7.5724e-20
-2.30368	0.201790	7.5974e-20
-2.30368	0.232300	7.6208e-20
-2.30368	0.262590	7.6428e-20
-2.30368	0.292620	7.6635e-20
-2.30368	0.322360	7.6831e-20
-2.30368	0.351790	7.7017e-20
-2.30368	0.380870	7.7193e-20
-2.30368	0.409590	7.7361e-20
-2.30368	0.437900	7.7521e-20
-2.30368	0.465780	7.7674e-20
-2.30368	0.493210	7.782e-20
-2.30368	0.520160	7.7959e-20
-2.30368	0.546600	7.8092e-20
-2.30368	0.572500	7.8219e-20
-2.30368	0.597850	7.8341e-20
-2.30368	0.622610	7.8457e-20
-2.30368	0.646760	7.8567e-20
-2.30368	0.670280	7.8673e-20
-2.30368	0.693150	7.8774e-20
-2.30368	0.715340	7.887e-20
-2.30368	0.736830	7.8961e-20
-2.30368	0.757600	7.9049e-20
-2.30368	0.777630	7.9131e-20
-2.30368	0.796900	7.921e-20
-2.30368	0.815390	7.9284e-20
-2.30368	0.833080	7.9354e-20
-2.30368	0.849960	7.942e-20
-2.30368	0.866010	7.9482e-20
-2.30368	0.881220	7.954e-20
-2.30368	0.895560	7.9595e-20
-2.30368	0.909030	7.9645e-20
-2.30368	0.921610	7.9692e-20
-2.30368	0.933290	7.9736e-20
-2.30368	0.944060	7.9775e-20
-2.30368	0.953900	7.9811e-20
-2.30368	0.962810	7.9843e-20
-2.30368	0.970790	7.9872e-20
-2.30368	0.977810	7.9898e-20
-2.30368	0.983880	7.9919e-20
-2.30368	0.988980	7.9937e-20
-2.30368	0.993120	7.9952e-20
-2.30368	0.996300	7.9963e-20
-2.30368	0.998490	7.9971e-20
-2.30368	0.999710	7.9976e-20
-2.26988	0.015629	8.5804e-20
-2.26988	0.046872	8.641e-20
-2.26988	0.078069	8.6902e-20
-2.26988	0.109190	8.7331e-20
-2.26988	0.140200	8.7716e-20
-2.26988	0.171080	8.8068e-20
-2.26988	0.201790	8.8393e-20
-2.26988	0.232300	8.8695e-20
-2.26988	0.262590	8.8978e-20
-2.26988	0.292620	8.9244e-20
-2.26988	0.322360	8.9496e-20
-2.26988	0.351790	8.9734e-20
-2.26988	0.380870	8.9959e-20
-2.26988	0.409590	9.0174e-20
-2.26988	0.437900	9.0378e-20
-2.26988	0.465780	9.0572e-20
-2.26988	0.493210	9.0758e-20
-2.26988	0.520160	9.0934e-20
-2.26988	0.546600	9.1103e-20
-2.26988	0.572500	9.1264e-20
-2.26988	0.597850	9.1418e-20
-2.26988	0.622610	9.1564e-20
-2.26988	0.646760	9.1704e-20
-2.26988	0.670280	9.1838e-20
-2.26988	0.693150	9.1965e-20
-2.26988	0.715340	9.2086e-20
-2.26988	0.736830	9.2202e-20
-2.26988	0.757600	9.2311e-20
-2.26988	0.777630	9.2415e-20
-2.26988	0.796900	9.2514e-20
-2.26988	0.815390	9.2607e-20
-2.26988	0.833080	9.2695e-20
-2.26988	0.849960	9.2778e-20
-2.26988	0.866010	9.2856e-20
-2.26988	0.881220	9.293e-20
-2.26988	0.895560	9.2998e-20
-2.26988	0.909030	9.3062e-20
-2.26988	0.921610	9.312e-20
-2.26988	0.933290	9.3175e-20
-2.26988	0.944060	9.3224e-20
-2.26988	0.953900	9.3269e-20
-2.26988	0.962810	9.331e-20
-2.26988	0.970790	9.3346e-20
-2.26988	0.977810	9.3378e-20
-2.26988	0.983880	9.3405e-20
-2.26988	0.988980	9.3428e-20
-2.26988	0.993120	9.3446e-20
-2.26988	0.996300	9.346e-20
-2.26988	0.998490	9.347e-20
-2.26988	0.999710	9.3475e-20
-2.23608	0.015629	9.9428e-20
-2.23608	0.046872	1.0023e-19
-2.23608	0.078069	1.0088e-19
-2.23608	0.109190	1.0144e-19
-2.23608	0.140200	1.0194e-19
-2.23608	0.171080	1.024e-19
-2.23608	0.201790	1.0282e-19
